 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;9;1580987;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;16,9;18,75;0,8725119;0,04410803;14;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;9;1580987;3,08092E+12; 3X212G FRAICH. ILE ; 3X212G FRAICHEUR ILES ST ; ST MAMET ; SAINT MAMET DISTRIBU ;3,38;3,75;3,55;0,055;5; UVC ;16,9;18,75;0,8725119;0,04410803;14;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;9;1710125;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;8,82;16,03;6,374313;0,3769184;13;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;9;1710125;3,56007E+12; 3/4 MIX FRUITS EXO ; 3/4 MIX FRUITS EXOTIQ CRF ; CRF CLASS ; TL FOOD ;1,26;2,29;2,17;0,055;7; UVC ;8,82;16,03;6,374313;0,3769184;13;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;10;1594117;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;10,23;11,25;0,4335071;0,03652509;17;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;10;1594117;3,08092E+12; 3X212G RECOLTE VER ; 3X212G RECOLTE VERGER JUS ; ST MAMET ; SAINT MAMET DISTRIBU ;3,41;3,75;3,55;0,055;3; UVC ;10,23;11,25;0,4335071;0,03652509;17;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;10;3415805;1;  ;  ;  ;  ;  ;  ;  ;  ;17;  ;48,62;63,75;11,80654;0,1755456;17;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;10;3415805;3,08092E+12; COCKTAIL DE FRUITS ; 4X113G COCKTAIL DE FRUITS ; ST MAMET ; SAINT MAMET DISTRIBU ;2,86;3,75;3,55;0,055;17; UVC ;48,62;63,75;11,80654;0,1755456;17;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;10;4018476;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;8,58;17,94;8,424739;0,4451246;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1430; FRUITS AUX SIROP ;2; MELANGES DE FRUITS ;10;4018476;3,56007E+12; 4X123G COUPELLE PE ; 4X123G COUPELLE PE/PO CRF ; CRF CLASS ; DEL MONTE FRANCE SAS ;1,43;2,99;2,83;0,055;6; UVC ;8,58;17,94;8,424739;0,4451246;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;  ;  ;  ;120;120;  ;  ;  ;  ;  ;  ;  ;  ;955;  ;1889,48;2640,77;613,6195;0,2290041;1961;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;  ;22;22;  ;  ;  ;  ;  ;  ;  ;  ;218;  ;253,96;404,74;129,6798;0,288762;250;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;4198383;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;3,51;5,07;1,295687;0,2422366;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;4198383;3,17406E+12; 630G COMP. POMME S ; 630G COMP. POMME SSA VALA ; VALADE ; VALADE ;1,17;1,69;1,6;0,055;3; UVC ;3,51;5,07;1,295687;0,2422366;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;1346087;1;  ;  ;  ;  ;  ;  ;  ;  ;26;  ;26,52;43,94;15,12929;0,3263668;26;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;1346087;3,24541E+12; COMPO POMME POIRE ; CRF COMPO.POM/POIRE SSA ; CARREFOUR ; COROOS ;1,02;1,69;1,6;0,055;26; UVC ;26,52;43,94;15,12929;0,3263668;26;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;1346089;1;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;16,15;25,65;8,162796;0,3016471;21;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;1346089;3,24541E+12; POMME SSA CRF ; CRF COMPO.POMME SSA 710G ; CARREFOUR ; COROOS ;0,85;1,35;1,28;0,055;19; UVC ;16,15;25,65;8,162796;0,3016471;21;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;1346091;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;6,18;9,54;2,862654;0,2844252;15;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;1346091;3,24541E+12; POMME VANILLE CRF ; CRF POMME VANILLE SSA ; CARREFOUR ; COROOS ;1,03;1,59;1,51;0,055;6; UVC ;6,18;9,54;2,862654;0,2844252;15;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3590597;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;7,44;10,05;2,086066;0,1967477;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3590597;3,33072E+12; PUREE POMME 560G ; PUREE POMME 560G ; GEORGELIN ; GEORGELIN CONFISERIE ;2,48;3,35;3,18;0,055;3; UVC ;7,44;10,05;2,086066;0,1967477;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3677319;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;9,96;13,4;2,741422;0,1939182;13;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3677319;3,33072E+12; 560G PUREE POM CIT ; 560G PUREE POM CITRON GEO ; GEORGELIN ; GEORGELIN CONFISERIE ;2,49;3,35;3,18;0,055;4; UVC ;9,96;13,4;2,741422;0,1939182;13;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;1031918;1;  ;  ;  ;  ;  ;  ;  ;  ;36;  ;26,64;30,6;2,364739;0,07325029;23;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;1031918;3,56007E+12; 720G COMPO.POM ALL ; 720G COMPO.POM ALLEG SIMP ; SIMPL ; COROOS ;0,74;0,85;0,81;0,055;36; UVC ;26,64;30,6;2,364739;0,07325029;23;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3284037;1;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;14,04;20,28;5,182749;0,2422366;20;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3284037;3,56007E+12; 710G DESSERT POMME ; 710G DESSERT POMME MORCEA ; CRF-CDM ; COROOS ;1,17;1,69;1,6;0,055;12; UVC ;14,04;20,28;5,182749;0,2422366;20;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3721036;1;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;6,72;9,2;2,000379;0,2060972;21;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3721036;3,56007E+12; 710GR COMP.POMME A ; 710GR COMP.POMME ALLEGE C ; CRF CLASS ; COROOS ;0,84;1,15;1,09;0,055;8; UVC ;6,72;9,2;2,000379;0,2060972;21;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3705345;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;7,1;13,75;5,933176;0,4090082;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3705345;3,56007E+12; 580G PUREE POM MG ; 580G PUREE POM MG SSA CRF ; CARREF BIO ; VALADE ;1,42;2,75;2,61;0,055;5; UVC ;7,1;13,75;5,933176;0,4090082;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3728825;1;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;25,46;41,61;13,98076;0,3184788;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3728825;3,56007E+12; 625G PUREE DE POMM ; 625G PUREE DE POMME CRF B ; CARREF BIO ; FARAUD CHARLES ;1,34;2,19;2,08;0,055;19; UVC ;25,46;41,61;13,98076;0,3184788;6;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3284035;1;  ;  ;  ;  ;  ;  ;  ;  ;13;  ;11,44;17,55;5,195071;0,2805834;11;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;1;3284035;3,56007E+12; 710G DESSERT POMME ; 710G DESSERT POMME CRF CL ; CRF CLASS ; ANDROS FRANCE ;0,88;1,35;1,28;0,055;13; UVC ;11,44;17,55;5,195071;0,2805834;11;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;5;3284033;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;5,82;9,45;3,137346;0,3146865;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;5;3284033;3,56007E+12; 580G COMPOTE ABRIC ; 580G COMPOTE ABRICOT CRF ; CRF CLASS ; VALADE ;1,94;3,15;2,99;0,055;3; UVC ;5,82;9,45;3,137346;0,3146865;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;6;2184006;1;  ;  ;  ;  ;  ;  ;  ;  ;22;  ;35,64;65,16;26,12303;0,3800057;12;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;6;2184006;3,56007E+12; 580G DESSERT PECHE ; 580G DESSERT PECHE MRX CR ; CRF CLASS ; VALADE ;1,62;2,99;2,83;0,055;22; UVC ;35,64;65,16;26,12303;0,3800057;12;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;8;3284034;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;4,68;7,47;2,400569;0,3046078;5;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;8;3284034;3,56007E+12; 580G DESSERT RHUBA ; 580G DESSERT RHUBARBE CRF ; CRF CLASS ; VALADE ;1,56;2,49;2,36;0,055;3; UVC ;4,68;7,47;2,400569;0,3046078;5;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;4198986;1;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;5,64;7,96;1,905024;0,2268479;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;4198986;3,17406E+12; 630G COMP.POM POIR ; 630G COMP.POM POIRE SSA V ; VALADE ; VALADE ;1,41;1,99;1,89;0,055;4; UVC ;5,64;7,96;1,905024;0,2268479;9;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;4198987;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;4,23;5,97;1,428768;0,2268479;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;4198987;3,17406E+12; 630G COMP.POM VAN ; 630G COMP.POM VAN SSA VAL ; VALADE ; VALADE ;1,41;1,99;1,89;0,055;3; UVC ;4,23;5,97;1,428768;0,2268479;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;3705347;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;4,02;8,25;3,799905;0,4365825;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;3705347;3,56007E+12; 580G PUREE SSA POM ; 580G PUREE SSA POM/BAN CR ; CARREF BIO ; VALADE ;1,34;2,75;2,61;0,055;3; UVC ;4,02;8,25;3,799905;0,4365825;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;3705346;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;4,14;7,17;2,656209;0,3511483;10;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;3705346;3,56007E+12; 580G PUR SSA POM/P ; 580G PUR SSA POM/POIRE CR ; CARREF BIO ; VALADE ;1,38;2,39;2,27;0,055;3; UVC ;4,14;7,17;2,656209;0,3511483;10;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;3705348;1;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;13,3;28,9;14,09336;0,4622367;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;3705348;3,56007E+12; 580G PUREE POM MYR ; 580G PUREE POM MYR SSA CR ; CARREF BIO ; VALADE ;1,33;2,89;2,74;0,055;10; UVC ;13,3;28,9;14,09336;0,4622367;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;3284036;1;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;6,93;11,83;4,28327;0,3431929;12;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;3284036;3,56007E+12; 710G DESSERT POMM ; 710G DESSERT POMM BAN CRF ; CRF CLASS ; ANDROS FRANCE ;0,99;1,69;1,6;0,055;7; UVC ;6,93;11,83;4,28327;0,3431929;12;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;4065212;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;8,4;11,94;2,917536;0,2316111;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;0; COMPOTES FAMILIALES ;99;4065212;3,56007E+12; 580G  PUREE POMME ; 580G  PUREE POMME VAN CRF ; CARREF BIO ; VALADE ;1,4;1,99;1,89;0,055;6; UVC ;8,4;11,94;2,917536;0,2316111;4;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;  ;98;98;  ;  ;  ;  ;  ;  ;  ;  ;737;  ;1635,52;2236,03;483,9397;0,2155891;1711;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;1133918;1;  ;  ;  ;  ;  ;  ;  ;  ;16;  ;8,48;18,4;8,960758;0,4616092;24;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;1133918;3,24541E+12; 4X100G PUR POM SSA ; 4X100G PUR POM SSA CRF CL ; CRF CLASS ; VALADE ;0,53;1,15;1,09;0,055;16; UVC ;8,48;18,4;8,960758;0,4616092;24;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;1221998;1;  ;  ;  ;  ;  ;  ;  ;  ;22;  ;14,74;32,78;16,33109;0,4722302;25;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;1221998;3,24541E+12; 4X100G PUR POM/PRU ; 4X100G PUR POM/PRU SSA CR ; CRF CLASS ; VALADE ;0,67;1,49;1,41;0,055;22; UVC ;14,74;32,78;16,33109;0,4722302;25;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;1270607;1;  ;  ;  ;  ;  ;  ;  ;  ;27;  ;12,96;14,85;1,115829;0,07122277;40;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;1270607;3,56007E+12; X4 DESS.FRT POMMES ; PPB POM ALL 4X100G ; SIMPL ; DELIS ;0,48;0,59;0,56;0,055;27; UVC ;12,96;14,85;1,115829;0,07122277;40;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;2183583;1;  ;  ;  ;  ;  ;  ;  ;  ;33;  ;16,5;19,47;1,954976;0,09517504;30;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;2183583;3,56007E+12; 4X100G POM.BAN.PPB ; PPBLC BIS POM.BAN.4X100G ; PP BLANC ; DELIS ;0,5;0,59;0,56;0,055;33; UVC ;16,5;19,47;1,954976;0,09517504;30;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;2568907;1;  ;  ;  ;  ;  ;  ;  ;  ;13;  ;21,06;38,87;15,7836;0,3848922;14;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;2568907;3,56007E+12; PUREE DE POMME BIO ; COUP PUREE DE POM SSA CRF ; CARREF BIO ; CHARLES ET ALICE ;1,62;2,99;2,83;0,055;13; UVC ;21,06;38,87;15,7836;0,3848922;14;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;3817786;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;16,25;26,25;8,631516;0,3116774;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;1;3817786;3,56007E+12; 16X100G COMP POM S ; 16X100G COMP POM SSA CRF ; CARREF BIO ; CHARLES ET ALICE ;3,25;5,25;4,98;0,055;5; UVC ;16,25;26,25;8,631516;0,3116774;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;2;1128575;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;8,55;8,75;-0,2561611;-0,02774934;15;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;2;1128575;3,02176E+12; 4X100G COUP SSA PO ; 4X100G COUP SSA POM COING ; MATERNE ; MATERNE ;1,71;1,75;1,66;0,055;5; UVC ;8,55;8,75;-0,2561611;-0,02774934;15;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;1256905;1;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;9,4;11,58;1,576303;0,1290265;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;1256905;3,02176E+12; 16X100G PANACH FRT ; 16X100G PANACH FRT JAUNE ; MATERNE ; MATERNE ;4,7;5,79;5,49;0,055;2; UVC ;9,4;11,58;1,576303;0,1290265;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;1206620;1;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1,61;1,95;0,2383412;0,1158543;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;1206620;3,02176E+12; MAT SSA POM PECHE ; MAT SSA POM PECHE ABR 4X ; MATERNE ; MATERNE ;1,61;1,95;1,85;0,055;1; UVC ;1,61;1,95;0,2383412;0,1158543;8;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;1801660;1;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;26,1;31,5;3,75782;0,1130767;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;1801660;3,02176E+12; 12X100G PANACH SSA ; 12X100G PANACH SSA FRT RO ; MATERNE ; MATERNE ;4,35;5,25;4,98;0,055;6; UVC ;26,1;31,5;3,75782;0,1130767;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;4207230;1;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;54,6;56,28;-1,254028;-0,02112034;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;4207230;3,02176E+12; 12X100G COUP VANIL ; 12X100G COUP VANILLE BRUG ; MATERNE ; MATERNE ;4,55;4,69;4,45;0,055;12; UVC ;54,6;56,28;-1,254028;-0,02112034;7;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;1327955;1;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;6,57;7,47;0,5105687;0,06478599;13;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;1327955;3,02176E+12; X4 POMPOTE POM/ABR ; PPOTES POM/ABR.4X90G ; POM'POTE ; MATERNE ;2,19;2,49;2,36;0,055;3; UVC ;6,57;7,47;0,5105687;0,06478599;13;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;2125458;1;  ;  ;  ;  ;  ;  ;  ;  ;14;  ;26,88;36,26;7,489668;0,1957863;15;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;2125458;3,02176E+12; X4 PPOTE CHATAIGNE ; PPOTES POMME CHATAIGNE X4 ; POM'POTE ; MATERNE ;1,92;2,59;2,45;0,055;14; UVC ;26,88;36,26;7,489668;0,1957863;15;  ;  ;
1; PGC ;14; EPICERIE ;143; DESSERTS, AIDE PATISSERIE, DIE ;1431; COMPOTES ;1; COMPOTES INDIVIDUELLES ;4;3415198;1;  ;  ;  ;  ;  ;  ;  ;  ;13;  ;26,91;30,55;2,047346;0,0635225;24;  ;  ;
